Alabama, https://headway.co/search/alabama?currentPage=1&lat=32.66080088879439&lon=-86.29484981611974&lowerLat=29.37094581633062&lowerLon=-89.5847048885835&state=alabama&upperLat=35.95065596125816&upperLon=-83.00499474365597&zoom=7
Alaska, https://headway.co/search/alaska?currentPage=1&lat=64.75928104734565&lon=-152.93809967860525&lowerLat=38.39696220676594&lowerLon=-179.30041851918497&state=alaska&upperLat=91.12159988792536&upperLon=-126.57578083802554&zoom=4
Arizona, https://headway.co/search/arizona?currentPage=1&lat=34.663624673336386&lon=-111.80574428336614&lowerLat=28.08391452840885&lowerLon=-118.38545442829367&state=arizona&upperLat=41.243334818263925&upperLon=-105.2260341384386&zoom=6
Arkansas, https://headway.co/search/arkansas?currentPage=1&lat=34.810021411961095&lon=-92.29537114961153&lowerLat=31.520166339497326&lowerLon=-95.58522622207529&state=arkansas&upperLat=38.09987648442486&upperLon=-89.00551607714776&zoom=7
California, https://headway.co/search/california?currentPage=1&lat=36.83822721217522&lon=-117.92176746439583&lowerLat=30.258517067247684&lowerLon=-124.50147760932336&state=california&upperLat=43.41793735710276&upperLon=-111.3420573194683&zoom=6
Colorado, https://headway.co/search/colorado?currentPage=1&lat=39.02562944365622&lon=-105.49993433478299&lowerLat=35.735774371192456&lowerLon=-108.78978940724676&state=colorado&upperLat=42.31548451611999&upperLon=-102.21007926231923&zoom=7
Connecticut, https://headway.co/search/connecticut?currentPage=1&lat=41.55475856709956&lon=-72.63162158727563&lowerLat=39.91707740767927&lowerLon=-74.26930274669593&state=connecticut&upperLat=43.19243972651985&upperLon=-70.99394042785534&zoom=8
Delaware, https://headway.co/search/delaware?currentPage=1&lat=39.132026687859224&lon=-75.31470012809585&lowerLat=37.494345528438934&lowerLon=-76.95238128751615&state=delaware&upperLat=40.76970784727951&upperLon=-73.67701896867555&zoom=8
Distric of Colombia, https://headway.co/search/dc?currentPage=1&lat=38.89704725801825&lon=-77.02987597133492&lowerLat=38.69414870729361&lowerLon=-77.23277452205956&state=dc&upperLat=39.09994580874289&upperLon=-76.82697742061028&zoom=11
Florida, https://headway.co/search/florida?currentPage=1&lat=27.771327&lon=-83.769033&lowerLat=26.32205163768116&lowerLon=-85.21830836231884&state=florida&upperLat=29.22060236231884&upperLon=-82.31975763768115&zoom=7
Georgia, https://headway.co/search/georgia?currentPage=1&lat=33.40777039307213&lon=-83.3838481273302&lowerLat=31.770089233651838&lowerLon=-85.02152928675049&state=georgia&upperLat=35.045451552492416&upperLon=-81.7461669679099&zoom=8
